product_id,location_id,period,units_sold,stock_on_hand,revenue
P014,LOC_BIRMINGHAM,2025-03-23,11,58,660.0
P014,LOC_BIRMINGHAM,2025-03-30,4,17,240.0
P014,LOC_EDINBURGH,2025-01-05,4,18,240.0
P014,LOC_EDINBURGH,2025-01-12,8,22,480.0
P014,LOC_EDINBURGH,2025-01-19,5,19,300.0
P014,LOC_EDINBURGH,2025-01-26,3,12,180.0
P014,LOC_EDINBURGH,2025-02-02,5,24,300.0
P014,LOC_EDINBURGH,2025-02-09,2,6,120.0
P014,LOC_EDINBURGH,2025-02-16,4,22,240.0
P014,LOC_EDINBURGH,2025-02-23,4,18,240.0
P014,LOC_EDINBURGH,2025-03-02,4,8,240.0
P014,LOC_EDINBURGH,2025-03-09,8,43,480.0
P014,LOC_EDINBURGH,2025-03-16,5,5,300.0
P014,LOC_EDINBURGH,2025-03-23,5,15,300.0
P014,LOC_EDINBURGH,2025-03-30,4,15,240.0
P014,LOC_BRISTOL,2025-01-05,7,16,420.0
P014,LOC_BRISTOL,2025-01-12,2,8,120.0
P014,LOC_BRISTOL,2025-01-19,5,21,300.0
P014,LOC_BRISTOL,2025-01-26,3,3,180.0
P014,LOC_BRISTOL,2025-02-02,6,17,360.0
P014,LOC_BRISTOL,2025-02-09,8,18,480.0
P014,LOC_BRISTOL,2025-02-16,9,41,540.0
P014,LOC_BRISTOL,2025-02-23,4,15,240.0
P014,LOC_BRISTOL,2025-03-02,4,11,240.0
P014,LOC_BRISTOL,2025-03-09,6,12,360.0
P014,LOC_BRISTOL,2025-03-16,7,14,420.0
P014,LOC_BRISTOL,2025-03-23,7,16,420.0
P014,LOC_BRISTOL,2025-03-30,2,5,120.0
P015,LOC_MANCHESTER,2025-01-05,141,411,26085.0
P015,LOC_MANCHESTER,2025-01-12,61,127,11285.0
P015,LOC_MANCHESTER,2025-01-19,139,659,25715.0
P015,LOC_MANCHESTER,2025-01-26,49,192,9065.0
P015,LOC_MANCHESTER,2025-02-02,54,226,9990.0
P015,LOC_MANCHESTER,2025-02-09,77,315,14245.0
P015,LOC_MANCHESTER,2025-02-16,90,378,16650.0
P015,LOC_MANCHESTER,2025-02-23,87,332,16095.0
P015,LOC_MANCHESTER,2025-03-02,75,622,13875.0
P015,LOC_MANCHESTER,2025-03-09,117,561,21645.0
P015,LOC_MANCHESTER,2025-03-16,143,224,26455.0
P015,LOC_MANCHESTER,2025-03-23,110,457,20350.0
P015,LOC_MANCHESTER,2025-03-30,102,307,18870.0
P015,LOC_LONDON_OXFORD,2025-01-05,100,692,18500.0
P015,LOC_LONDON_OXFORD,2025-01-12,52,213,9620.0
P015,LOC_LONDON_OXFORD,2025-01-19,101,353,18685.0
P015,LOC_LONDON_OXFORD,2025-01-26,141,449,26085.0
P015,LOC_LONDON_OXFORD,2025-02-02,26,132,4810.0
P015,LOC_LONDON_OXFORD,2025-02-09,121,752,22385.0
P015,LOC_LONDON_OXFORD,2025-02-16,98,251,18130.0
P015,LOC_LONDON_OXFORD,2025-02-23,141,585,26085.0
P015,LOC_LONDON_OXFORD,2025-03-02,41,76,7585.0
P015,LOC_LONDON_OXFORD,2025-03-09,126,764,23310.0
P015,LOC_LONDON_OXFORD,2025-03-16,156,844,28860.0
P015,LOC_LONDON_OXFORD,2025-03-23,66,374,12210.0
P015,LOC_LONDON_OXFORD,2025-03-30,74,365,13690.0
P015,LOC_BIRMINGHAM,2025-01-05,138,789,25530.0
P015,LOC_BIRMINGHAM,2025-01-12,114,609,21090.0
P015,LOC_BIRMINGHAM,2025-01-19,255,1356,47175.0
P015,LOC_BIRMINGHAM,2025-01-26,151,664,27935.0
P015,LOC_BIRMINGHAM,2025-02-02,154,333,28490.0
P015,LOC_BIRMINGHAM,2025-02-09,114,497,21090.0
P015,LOC_BIRMINGHAM,2025-02-16,170,937,31450.0
P015,LOC_BIRMINGHAM,2025-02-23,70,343,12950.0
P015,LOC_BIRMINGHAM,2025-03-02,156,774,28860.0
P015,LOC_BIRMINGHAM,2025-03-09,176,1142,32560.0
P015,LOC_BIRMINGHAM,2025-03-16,185,892,34225.0
P015,LOC_BIRMINGHAM,2025-03-23,121,228,22385.0
P015,LOC_BIRMINGHAM,2025-03-30,90,408,16650.0
P015,LOC_EDINBURGH,2025-01-05,106,414,19610.0
P015,LOC_EDINBURGH,2025-01-12,119,344,22015.0
P015,LOC_EDINBURGH,2025-01-19,47,73,8695.0
P015,LOC_EDINBURGH,2025-01-26,99,453,18315.0
P015,LOC_EDINBURGH,2025-02-02,51,195,9435.0
P015,LOC_EDINBURGH,2025-02-09,107,640,19795.0
P015,LOC_EDINBURGH,2025-02-16,75,147,13875.0
P015,LOC_EDINBURGH,2025-02-23,105,557,19425.0
P015,LOC_EDINBURGH,2025-03-02,142,643,26270.0
P015,LOC_EDINBURGH,2025-03-09,156,561,28860.0
P015,LOC_EDINBURGH,2025-03-16,99,553,18315.0
P015,LOC_EDINBURGH,2025-03-23,128,367,23680.0
P015,LOC_EDINBURGH,2025-03-30,72,100,13320.0
P015,LOC_BRISTOL,2025-01-05,140,515,25900.0
P015,LOC_BRISTOL,2025-01-12,69,188,12765.0
P015,LOC_BRISTOL,2025-01-19,65,135,12025.0
P015,LOC_BRISTOL,2025-01-26,137,895,25345.0
P015,LOC_BRISTOL,2025-02-02,64,304,11840.0
P015,LOC_BRISTOL,2025-02-09,95,493,17575.0
P015,LOC_BRISTOL,2025-02-16,74,227,13690.0
P015,LOC_BRISTOL,2025-02-23,88,376,16280.0
P015,LOC_BRISTOL,2025-03-02,89,443,16465.0
P015,LOC_BRISTOL,2025-03-09,83,324,15355.0
P015,LOC_BRISTOL,2025-03-16,186,456,34410.0
P015,LOC_BRISTOL,2025-03-23,72,227,13320.0
P015,LOC_BRISTOL,2025-03-30,211,1417,39035.0
P016,LOC_MANCHESTER,2025-01-05,62,484,4959.38
P016,LOC_MANCHESTER,2025-01-12,50,63,3999.5
P016,LOC_MANCHESTER,2025-01-19,75,576,5999.25
P016,LOC_MANCHESTER,2025-01-26,175,718,13998.25
P016,LOC_MANCHESTER,2025-02-02,27,170,2159.73
P016,LOC_MANCHESTER,2025-02-09,91,453,7279.09
P016,LOC_MANCHESTER,2025-02-16,60,197,4799.4
P016,LOC_MANCHESTER,2025-02-23,85,100,6799.15
P016,LOC_MANCHESTER,2025-03-02,123,361,9838.77
P016,LOC_MANCHESTER,2025-03-09,53,238,4239.47
P016,LOC_MANCHESTER,2025-03-16,64,359,5119.36
P016,LOC_MANCHESTER,2025-03-23,168,683,13438.32
P016,LOC_MANCHESTER,2025-03-30,156,772,12478.44
P016,LOC_LONDON_OXFORD,2025-01-05,155,466,12398.45
P016,LOC_LONDON_OXFORD,2025-01-12,100,203,7999.0
P016,LOC_LONDON_OXFORD,2025-01-19,114,497,9118.86
P016,LOC_LONDON_OXFORD,2025-01-26,82,536,6559.18
P016,LOC_LONDON_OXFORD,2025-02-02,97,347,7759.03
P016,LOC_LONDON_OXFORD,2025-02-09,134,456,10718.66
P016,LOC_LONDON_OXFORD,2025-02-16,137,844,10958.63
P016,LOC_LONDON_OXFORD,2025-02-23,144,732,11518.56
P016,LOC_LONDON_OXFORD,2025-03-02,69,251,5519.31
P016,LOC_LONDON_OXFORD,2025-03-09,41,164,3279.59
P016,LOC_LONDON_OXFORD,2025-03-16,139,465,11118.61
P016,LOC_LONDON_OXFORD,2025-03-23,51,79,4079.49
P016,LOC_LONDON_OXFORD,2025-03-30,83,112,6639.17
P016,LOC_BIRMINGHAM,2025-01-05,120,575,9598.8
P016,LOC_BIRMINGHAM,2025-01-12,48,91,3839.52
P016,LOC_BIRMINGHAM,2025-01-19,61,301,4879.39
P016,LOC_BIRMINGHAM,2025-01-26,185,563,14798.15
P016,LOC_BIRMINGHAM,2025-02-02,169,561,13518.31
P016,LOC_BIRMINGHAM,2025-02-09,220,477,17597.8
P016,LOC_BIRMINGHAM,2025-02-16,302,1822,24156.98
P016,LOC_BIRMINGHAM,2025-02-23,79,82,6319.21
P016,LOC_BIRMINGHAM,2025-03-02,109,305,8718.91
P016,LOC_BIRMINGHAM,2025-03-09,98,233,7839.02
P016,LOC_BIRMINGHAM,2025-03-16,203,538,16237.97
P016,LOC_BIRMINGHAM,2025-03-23,135,646,10798.65
P016,LOC_BIRMINGHAM,2025-03-30,70,343,5599.3
P016,LOC_EDINBURGH,2025-01-05,118,556,9438.82
P016,LOC_EDINBURGH,2025-01-12,97,399,7759.03
P016,LOC_EDINBURGH,2025-01-19,61,315,4879.39
P016,LOC_EDINBURGH,2025-01-26,64,283,5119.36
P016,LOC_EDINBURGH,2025-02-02,147,796,11758.53
P016,LOC_EDINBURGH,2025-02-09,115,702,9198.85
P016,LOC_EDINBURGH,2025-02-16,72,319,5759.28
P016,LOC_EDINBURGH,2025-02-23,83,420,6639.17
P016,LOC_EDINBURGH,2025-03-02,134,550,10718.66
P016,LOC_EDINBURGH,2025-03-09,101,641,8078.99
P016,LOC_EDINBURGH,2025-03-16,102,161,8158.98
P016,LOC_EDINBURGH,2025-03-23,91,451,7279.09
P016,LOC_EDINBURGH,2025-03-30,112,164,8958.88
P016,LOC_BRISTOL,2025-01-05,80,478,6399.2
P016,LOC_BRISTOL,2025-01-12,56,208,4479.44
P016,LOC_BRISTOL,2025-01-19,138,448,11038.62
P016,LOC_BRISTOL,2025-01-26,132,273,10558.68
P016,LOC_BRISTOL,2025-02-02,82,272,6559.18
P016,LOC_BRISTOL,2025-02-09,123,602,9838.77
P016,LOC_BRISTOL,2025-02-16,143,772,11438.57
P016,LOC_BRISTOL,2025-02-23,199,1021,15918.01
P016,LOC_BRISTOL,2025-03-02,47,218,3759.53
P016,LOC_BRISTOL,2025-03-09,185,478,14798.15
P016,LOC_BRISTOL,2025-03-16,114,443,9118.86
P016,LOC_BRISTOL,2025-03-23,152,181,12158.48
P016,LOC_BRISTOL,2025-03-30,116,785,9278.84
P017,LOC_MANCHESTER,2025-01-05,81,329,4049.19
P017,LOC_MANCHESTER,2025-01-12,75,245,3749.25
P017,LOC_MANCHESTER,2025-01-19,65,331,3249.35
P017,LOC_MANCHESTER,2025-01-26,54,78,2699.46
P017,LOC_MANCHESTER,2025-02-02,96,376,4799.04
P017,LOC_MANCHESTER,2025-02-09,30,109,1499.7
P017,LOC_MANCHESTER,2025-02-16,75,75,3749.25
P017,LOC_MANCHESTER,2025-02-23,50,192,2499.5
P017,LOC_MANCHESTER,2025-03-02,43,151,2149.57
P017,LOC_MANCHESTER,2025-03-09,67,385,3349.33
P017,LOC_MANCHESTER,2025-03-16,76,325,3799.24
P017,LOC_MANCHESTER,2025-03-23,72,393,3599.28
P017,LOC_MANCHESTER,2025-03-30,79,290,3949.21
P017,LOC_LONDON_OXFORD,2025-01-05,46,244,2299.54
P017,LOC_LONDON_OXFORD,2025-01-12,75,171,3749.25
P017,LOC_LONDON_OXFORD,2025-01-19,129,481,6448.71
P017,LOC_LONDON_OXFORD,2025-01-26,59,261,2949.41
P017,LOC_LONDON_OXFORD,2025-02-02,79,277,3949.21
P017,LOC_LONDON_OXFORD,2025-02-09,41,158,2049.59
P017,LOC_LONDON_OXFORD,2025-02-16,48,198,2399.52
P017,LOC_LONDON_OXFORD,2025-02-23,50,410,2499.5
P017,LOC_LONDON_OXFORD,2025-03-02,29,142,1449.71
P017,LOC_LONDON_OXFORD,2025-03-09,28,96,1399.72
P017,LOC_LONDON_OXFORD,2025-03-16,45,100,2249.55
P017,LOC_LONDON_OXFORD,2025-03-23,76,349,3799.24
P017,LOC_LONDON_OXFORD,2025-03-30,106,233,5298.94
P017,LOC_BIRMINGHAM,2025-01-05,30,68,1499.7
P017,LOC_BIRMINGHAM,2025-01-12,193,863,9648.07
P017,LOC_BIRMINGHAM,2025-01-19,77,187,3849.23
P017,LOC_BIRMINGHAM,2025-01-26,50,101,2499.5
P017,LOC_BIRMINGHAM,2025-02-02,84,192,4199.16
P017,LOC_BIRMINGHAM,2025-02-09,40,178,1999.6
P017,LOC_BIRMINGHAM,2025-02-16,130,583,6498.7
P017,LOC_BIRMINGHAM,2025-02-23,53,216,2649.47
P017,LOC_BIRMINGHAM,2025-03-02,84,302,4199.16
P017,LOC_BIRMINGHAM,2025-03-09,61,111,3049.39
P017,LOC_BIRMINGHAM,2025-03-16,60,297,2999.4
P017,LOC_BIRMINGHAM,2025-03-23,59,398,2949.41
P017,LOC_BIRMINGHAM,2025-03-30,151,750,7548.49
P017,LOC_EDINBURGH,2025-01-05,37,134,1849.63
P017,LOC_EDINBURGH,2025-01-12,71,110,3549.29
P017,LOC_EDINBURGH,2025-01-19,37,61,1849.63
P017,LOC_EDINBURGH,2025-01-26,161,528,8048.39
P017,LOC_EDINBURGH,2025-02-02,22,79,1099.78
P017,LOC_EDINBURGH,2025-02-09,41,178,2049.59
P017,LOC_EDINBURGH,2025-02-16,53,186,2649.47
P017,LOC_EDINBURGH,2025-02-23,92,369,4599.08
P017,LOC_EDINBURGH,2025-03-02,84,154,4199.16
P017,LOC_EDINBURGH,2025-03-09,43,101,2149.57
P017,LOC_EDINBURGH,2025-03-16,113,640,5648.87
P017,LOC_EDINBURGH,2025-03-23,89,518,4449.11
P017,LOC_EDINBURGH,2025-03-30,106,662,5298.94
P017,LOC_BRISTOL,2025-01-05,87,236,4349.13
P017,LOC_BRISTOL,2025-01-12,88,345,4399.12
P017,LOC_BRISTOL,2025-01-19,55,215,2749.45
P017,LOC_BRISTOL,2025-01-26,43,330,2149.57
P017,LOC_BRISTOL,2025-02-02,56,226,2799.44
P017,LOC_BRISTOL,2025-02-09,81,445,4049.19
P017,LOC_BRISTOL,2025-02-16,68,408,3399.32
P017,LOC_BRISTOL,2025-02-23,126,417,6298.74
P017,LOC_BRISTOL,2025-03-02,59,145,2949.41
P017,LOC_BRISTOL,2025-03-09,84,203,4199.16
P017,LOC_BRISTOL,2025-03-16,54,235,2699.46
P017,LOC_BRISTOL,2025-03-23,82,365,4099.18
P017,LOC_BRISTOL,2025-03-30,69,354,3449.31
P018,LOC_MANCHESTER,2025-01-05,12,42,1799.88
P018,LOC_MANCHESTER,2025-01-12,12,31,1799.88
P018,LOC_MANCHESTER,2025-01-19,11,52,1649.89
P018,LOC_MANCHESTER,2025-01-26,16,71,2399.84
P018,LOC_MANCHESTER,2025-02-02,22,63,3299.78
P018,LOC_MANCHESTER,2025-02-09,8,46,1199.92
P018,LOC_MANCHESTER,2025-02-16,18,35,2699.82
P018,LOC_MANCHESTER,2025-02-23,15,66,2249.85
P018,LOC_MANCHESTER,2025-03-02,26,91,3899.74
P018,LOC_MANCHESTER,2025-03-09,15,39,2249.85
P018,LOC_MANCHESTER,2025-03-16,15,66,2249.85
P018,LOC_MANCHESTER,2025-03-23,30,128,4499.7
P018,LOC_MANCHESTER,2025-03-30,24,132,3599.76
P018,LOC_LONDON_OXFORD,2025-01-05,22,94,3299.78
P018,LOC_LONDON_OXFORD,2025-01-12,8,10,1199.92
P018,LOC_LONDON_OXFORD,2025-01-19,11,32,1649.89
P018,LOC_LONDON_OXFORD,2025-01-26,22,94,3299.78
P018,LOC_LONDON_OXFORD,2025-02-02,23,113,3449.77
P018,LOC_LONDON_OXFORD,2025-02-09,14,59,2099.86
P018,LOC_LONDON_OXFORD,2025-02-16,22,63,3299.78
P018,LOC_LONDON_OXFORD,2025-02-23,18,67,2699.82
P018,LOC_LONDON_OXFORD,2025-03-02,11,26,1649.89
P018,LOC_LONDON_OXFORD,2025-03-09,22,68,3299.78
P018,LOC_LONDON_OXFORD,2025-03-16,9,49,1349.91
P018,LOC_LONDON_OXFORD,2025-03-23,14,43,2099.86
P018,LOC_LONDON_OXFORD,2025-03-30,18,97,2699.82
P018,LOC_BIRMINGHAM,2025-01-05,30,115,4499.7
P018,LOC_BIRMINGHAM,2025-01-12,49,146,7349.51
P018,LOC_BIRMINGHAM,2025-01-19,20,93,2999.8
P018,LOC_BIRMINGHAM,2025-01-26,36,138,5399.64
P018,LOC_BIRMINGHAM,2025-02-02,19,71,2849.81
P018,LOC_BIRMINGHAM,2025-02-09,38,80,5699.62
P018,LOC_BIRMINGHAM,2025-02-16,11,35,1649.89
P018,LOC_BIRMINGHAM,2025-02-23,30,172,4499.7
P018,LOC_BIRMINGHAM,2025-03-02,41,140,6149.59
P018,LOC_BIRMINGHAM,2025-03-09,33,89,4949.67
P018,LOC_BIRMINGHAM,2025-03-16,24,124,3599.76
P018,LOC_BIRMINGHAM,2025-03-23,16,44,2399.84
P018,LOC_BIRMINGHAM,2025-03-30,31,38,4649.69
P018,LOC_EDINBURGH,2025-01-05,27,126,4049.73
P018,LOC_EDINBURGH,2025-01-12,25,106,3749.75
P018,LOC_EDINBURGH,2025-01-19,21,72,3149.79
P018,LOC_EDINBURGH,2025-01-26,10,61,1499.9
P018,LOC_EDINBURGH,2025-02-02,27,131,4049.73
P018,LOC_EDINBURGH,2025-02-09,10,49,1499.9
P018,LOC_EDINBURGH,2025-02-16,21,121,3149.79
P018,LOC_EDINBURGH,2025-02-23,10,27,1499.9
P018,LOC_EDINBURGH,2025-03-02,30,73,4499.7
P018,LOC_EDINBURGH,2025-03-09,30,115,4499.7
P018,LOC_EDINBURGH,2025-03-16,16,58,2399.84
P018,LOC_EDINBURGH,2025-03-23,37,103,5549.63
P018,LOC_EDINBURGH,2025-03-30,22,51,3299.78
P018,LOC_BRISTOL,2025-01-05,17,73,2549.83
P018,LOC_BRISTOL,2025-01-12,14,52,2099.86
P018,LOC_BRISTOL,2025-01-19,31,137,4649.69
P018,LOC_BRISTOL,2025-01-26,42,48,6299.58
P018,LOC_BRISTOL,2025-02-02,36,137,5399.64
P018,LOC_BRISTOL,2025-02-09,29,182,4349.71
P018,LOC_BRISTOL,2025-02-16,24,69,3599.76
P018,LOC_BRISTOL,2025-02-23,18,110,2699.82
P018,LOC_BRISTOL,2025-03-02,15,27,2249.85
P018,LOC_BRISTOL,2025-03-09,39,74,5849.61
P018,LOC_BRISTOL,2025-03-16,36,80,5399.64
P018,LOC_BRISTOL,2025-03-23,28,134,4199.72
P018,LOC_BRISTOL,2025-03-30,36,148,5399.64
P019,LOC_MANCHESTER,2025-01-05,110,315,4398.9
P019,LOC_MANCHESTER,2025-01-12,112,517,4478.88
P019,LOC_MANCHESTER,2025-01-19,40,111,1599.6
P019,LOC_MANCHESTER,2025-01-26,115,212,4598.85
P019,LOC_MANCHESTER,2025-02-02,104,476,4158.96
P019,LOC_MANCHESTER,2025-02-09,56,161,2239.44
P019,LOC_MANCHESTER,2025-02-16,176,922,7038.24
P019,LOC_MANCHESTER,2025-02-23,39,233,1559.61
P019,LOC_MANCHESTER,2025-03-02,132,200,5278.68
P019,LOC_MANCHESTER,2025-03-09,111,307,4438.89
P019,LOC_MANCHESTER,2025-03-16,104,750,4158.96
P019,LOC_MANCHESTER,2025-03-23,75,301,2999.25
P019,LOC_MANCHESTER,2025-03-30,127,441,5078.73
P019,LOC_LONDON_OXFORD,2025-01-05,119,575,4758.81
P019,LOC_LONDON_OXFORD,2025-01-12,72,439,2879.28
P019,LOC_LONDON_OXFORD,2025-01-19,158,1042,6318.42
P019,LOC_LONDON_OXFORD,2025-01-26,124,597,4958.76
P019,LOC_LONDON_OXFORD,2025-02-02,77,227,3079.23
P019,LOC_LONDON_OXFORD,2025-02-09,113,786,4518.87
P019,LOC_LONDON_OXFORD,2025-02-16,161,927,6438.39
P019,LOC_LONDON_OXFORD,2025-02-23,107,656,4278.93
P019,LOC_LONDON_OXFORD,2025-03-02,151,650,6038.49
P019,LOC_LONDON_OXFORD,2025-03-09,50,249,1999.5
P019,LOC_LONDON_OXFORD,2025-03-16,48,114,1919.52
P019,LOC_LONDON_OXFORD,2025-03-23,150,593,5998.5
P019,LOC_LONDON_OXFORD,2025-03-30,112,341,4478.88
P019,LOC_BIRMINGHAM,2025-01-05,79,263,3159.21
P019,LOC_BIRMINGHAM,2025-01-12,113,316,4518.87
P019,LOC_BIRMINGHAM,2025-01-19,69,393,2759.31
P019,LOC_BIRMINGHAM,2025-01-26,101,448,4038.99
P019,LOC_BIRMINGHAM,2025-02-02,196,1040,7838.04
P019,LOC_BIRMINGHAM,2025-02-09,144,401,5758.56
P019,LOC_BIRMINGHAM,2025-02-16,152,565,6078.48
P019,LOC_BIRMINGHAM,2025-02-23,73,335,2919.27
P019,LOC_BIRMINGHAM,2025-03-02,202,689,8077.98
P019,LOC_BIRMINGHAM,2025-03-09,74,253,2959.26
P019,LOC_BIRMINGHAM,2025-03-16,147,147,5878.53
P019,LOC_BIRMINGHAM,2025-03-23,188,635,7518.12
P019,LOC_BIRMINGHAM,2025-03-30,150,445,5998.5
P019,LOC_EDINBURGH,2025-01-05,164,546,6558.36
P019,LOC_EDINBURGH,2025-01-12,79,470,3159.21
P019,LOC_EDINBURGH,2025-01-19,165,594,6598.35
P019,LOC_EDINBURGH,2025-01-26,218,810,8717.82
P019,LOC_EDINBURGH,2025-02-02,116,336,4638.84
P019,LOC_EDINBURGH,2025-02-09,168,672,6718.32
P019,LOC_EDINBURGH,2025-02-16,119,536,4758.81
P019,LOC_EDINBURGH,2025-02-23,159,645,6358.41
P019,LOC_EDINBURGH,2025-03-02,165,721,6598.35
P019,LOC_EDINBURGH,2025-03-09,58,286,2319.42
P019,LOC_EDINBURGH,2025-03-16,61,526,2439.39
P019,LOC_EDINBURGH,2025-03-23,132,228,5278.68
P019,LOC_EDINBURGH,2025-03-30,57,189,2279.43
P019,LOC_BRISTOL,2025-01-05,119,578,4758.81
P019,LOC_BRISTOL,2025-01-12,168,369,6718.32
P019,LOC_BRISTOL,2025-01-19,221,1076,8837.79
P019,LOC_BRISTOL,2025-01-26,110,361,4398.9
P019,LOC_BRISTOL,2025-02-02,171,171,6838.29
P019,LOC_BRISTOL,2025-02-09,124,404,4958.76
P019,LOC_BRISTOL,2025-02-16,152,402,6078.48
P019,LOC_BRISTOL,2025-02-23,215,1028,8597.85
P019,LOC_BRISTOL,2025-03-02,97,401,3879.03
P019,LOC_BRISTOL,2025-03-09,106,303,4238.94
P019,LOC_BRISTOL,2025-03-16,110,365,4398.9
P019,LOC_BRISTOL,2025-03-23,211,951,8437.89
P019,LOC_BRISTOL,2025-03-30,74,74,2959.26
P020,LOC_MANCHESTER,2025-01-05,43,160,3869.57
P020,LOC_MANCHESTER,2025-01-12,71,115,6389.29
P020,LOC_MANCHESTER,2025-01-19,43,289,3869.57
P020,LOC_MANCHESTER,2025-01-26,31,50,2789.69
P020,LOC_MANCHESTER,2025-02-02,52,102,4679.48
P020,LOC_MANCHESTER,2025-02-09,77,363,6929.23
P020,LOC_MANCHESTER,2025-02-16,38,129,3419.62
P020,LOC_MANCHESTER,2025-02-23,62,93,5579.38
P020,LOC_MANCHESTER,2025-03-02,33,197,2969.67
P020,LOC_MANCHESTER,2025-03-09,39,85,3509.61
P020,LOC_MANCHESTER,2025-03-16,67,220,6029.33
P020,LOC_MANCHESTER,2025-03-23,40,156,3599.6
P020,LOC_MANCHESTER,2025-03-30,39,249,3509.61
P020,LOC_LONDON_OXFORD,2025-01-05,90,286,8099.1
P020,LOC_LONDON_OXFORD,2025-01-12,54,75,4859.46
P020,LOC_LONDON_OXFORD,2025-01-19,32,165,2879.68
P020,LOC_LONDON_OXFORD,2025-01-26,41,108,3689.59
P020,LOC_LONDON_OXFORD,2025-02-02,34,155,3059.66
P020,LOC_LONDON_OXFORD,2025-02-09,95,490,8549.05
P020,LOC_LONDON_OXFORD,2025-02-16,55,135,4949.45
P020,LOC_LONDON_OXFORD,2025-02-23,59,110,5309.41
P020,LOC_LONDON_OXFORD,2025-03-02,39,152,3509.61
P020,LOC_LONDON_OXFORD,2025-03-09,36,165,3239.64
P020,LOC_LONDON_OXFORD,2025-03-16,57,190,5129.43
P020,LOC_LONDON_OXFORD,2025-03-23,52,131,4679.48
P020,LOC_LONDON_OXFORD,2025-03-30,19,74,1709.81
P020,LOC_BIRMINGHAM,2025-01-05,105,248,9448.95
P020,LOC_BIRMINGHAM,2025-01-12,99,606,8909.01
P020,LOC_BIRMINGHAM,2025-01-19,50,180,4499.5
P020,LOC_BIRMINGHAM,2025-01-26,112,548,10078.88
P020,LOC_BIRMINGHAM,2025-02-02,105,377,9448.95
P020,LOC_BIRMINGHAM,2025-02-09,115,526,10348.85
P020,LOC_BIRMINGHAM,2025-02-16,133,407,11968.67
P020,LOC_BIRMINGHAM,2025-02-23,102,406,9178.98
P020,LOC_BIRMINGHAM,2025-03-02,89,245,8009.11
P020,LOC_BIRMINGHAM,2025-03-09,46,310,4139.54
P020,LOC_BIRMINGHAM,2025-03-16,68,325,6119.32
P020,LOC_BIRMINGHAM,2025-03-23,94,484,8459.06
P020,LOC_BIRMINGHAM,2025-03-30,103,405,9268.97
P020,LOC_EDINBURGH,2025-01-05,98,400,8819.02
P020,LOC_EDINBURGH,2025-01-12,69,165,6209.31
P020,LOC_EDINBURGH,2025-01-19,42,282,3779.58
P020,LOC_EDINBURGH,2025-01-26,50,125,4499.5
P020,LOC_EDINBURGH,2025-02-02,38,123,3419.62
P020,LOC_EDINBURGH,2025-02-09,103,333,9268.97
P020,LOC_EDINBURGH,2025-02-16,68,136,6119.32
P020,LOC_EDINBURGH,2025-02-23,32,208,2879.68
P020,LOC_EDINBURGH,2025-03-02,39,100,3509.61
P020,LOC_EDINBURGH,2025-03-09,50,186,4499.5
P020,LOC_EDINBURGH,2025-03-16,56,231,5039.44
P020,LOC_EDINBURGH,2025-03-23,56,210,5039.44
P020,LOC_EDINBURGH,2025-03-30,51,121,4589.49
P020,LOC_BRISTOL,2025-01-05,49,201,4409.51
P020,LOC_BRISTOL,2025-01-12,48,174,4319.52
P020,LOC_BRISTOL,2025-01-19,69,427,6209.31
P020,LOC_BRISTOL,2025-01-26,93,625,8369.07
P020,LOC_BRISTOL,2025-02-02,51,232,4589.49
P020,LOC_BRISTOL,2025-02-09,42,96,3779.58
P020,LOC_BRISTOL,2025-02-16,132,582,11878.68
P020,LOC_BRISTOL,2025-02-23,53,258,4769.47
P020,LOC_BRISTOL,2025-03-02,14,84,1259.86
P020,LOC_BRISTOL,2025-03-09,80,441,7199.2
P020,LOC_BRISTOL,2025-03-16,39,177,3509.61
P020,LOC_BRISTOL,2025-03-23,98,445,8819.02
P020,LOC_BRISTOL,2025-03-30,80,166,7199.2
P021,LOC_MANCHESTER,2025-01-05,73,363,8760.0
P021,LOC_MANCHESTER,2025-01-12,50,182,6000.0
P021,LOC_MANCHESTER,2025-01-19,69,69,8280.0
P021,LOC_MANCHESTER,2025-01-26,42,196,5040.0
P021,LOC_MANCHESTER,2025-02-02,102,456,12240.0
P021,LOC_MANCHESTER,2025-02-09,69,314,8280.0
P021,LOC_MANCHESTER,2025-02-16,21,68,2520.0
P021,LOC_MANCHESTER,2025-02-23,71,370,8520.0
P021,LOC_MANCHESTER,2025-03-02,68,241,8160.0
P021,LOC_MANCHESTER,2025-03-09,83,521,9960.0
P021,LOC_MANCHESTER,2025-03-16,43,228,5160.0
P021,LOC_MANCHESTER,2025-03-23,35,124,4200.0
P021,LOC_MANCHESTER,2025-03-30,53,273,6360.0
P021,LOC_LONDON_OXFORD,2025-01-05,60,270,7200.0
P021,LOC_LONDON_OXFORD,2025-01-12,61,313,7320.0
P021,LOC_LONDON_OXFORD,2025-01-19,59,286,7080.0
P021,LOC_LONDON_OXFORD,2025-01-26,65,154,7800.0
P021,LOC_LONDON_OXFORD,2025-02-02,24,79,2880.0
P021,LOC_LONDON_OXFORD,2025-02-09,68,228,8160.0
P021,LOC_LONDON_OXFORD,2025-02-16,42,275,5040.0
P021,LOC_LONDON_OXFORD,2025-02-23,33,272,3960.0
P021,LOC_LONDON_OXFORD,2025-03-02,51,200,6120.0
